BatchID,CropType,FarmLocation,SoilMoisture%,TemperatureC,Rainfallmm,Fertilizerkgperha,Yieldtonnesperha,PestRiskScore,HarvestRobotUptime%,HarvestDate,StorageTemperatureC,Humidity%,SpoilageRate%,GradingScore,PredictedShelfLifedays,StorageDays,ProcessType,PackagingType,PackagingSpeedunitspermin,DefectRate%,MachineryUptime%,TransportMode,TransportDistancekm,FuelUsageLper100km,DeliveryTimehr,DeliveryDelayFlag,SpoilageInTransit%,RetailInventoryunits,SalesVelocityunitsperday,DynamicPricingIndex,WastePercentage%,HouseholdWastekg,RecipeRecommendationAccuracy%,SatisfactionScore010,WasteType,SegregationAccuracy%,UpcyclingRate%,BiogasOutputm3,minprice,maxprice,modalprice,marketname,latitude,longitude
FarmBB00012,wheat,FarmBField3,61.81067135,25.69452293,149.5786953,290.9597514,4.562351354,49.81364413,80.38594177,2023-03-30,7.485639933,72.44418761,11.24995155,A,27.50756719,8.309510171,Fresh,Plastic,225.0440357,4.701819373,94.04970006,Train,533.3125133,20.68638126,64.34727702,1,8.799990695,4802.883181,125.9494758,0.908245292,11.24634264,1.556225824,86.1057944,7.163157788,Packaging,89.98903272,53.66455269,0.642718445,530,1420,861,Nelamangala Market,13.1043991,77.3945484
FarmBB00013,lettuce,FarmBField1,33.45068006,18.41558764,53.22384395,81.0683383,5.708739615,58.79477942,80.66888667,2023-03-31,7.312361391,87.63736601,13.73932551,B,11.00552505,10.17756875,Fresh,Aluminum,369.4701274,5.568657555,87.52953318,Train,969.950638,17.55315578,53.31268946,1,6.061789531,2995.17577,32.11903036,1.355371927,10.55484111,1.609612691,96.1165869,7.270089182,Mixed,81.03197168,46.88251325,80.03763035,464,1595,846,KR Market,12.9619997,77.58309727
FarmBB00014,corn,FarmBField2,62.8282582,29.25487013,60.04034469,212.4363169,4.988642606,24.27335204,84.52406081,2023-04-10,6.470217748,91.6560488,17.20795908,A,14.92487063,14.4911908,Fresh,Plastic,366.6869291,2.133246915,83.22841911,Truck,470.096177,16.94704741,47.23495994,0,14.693094,139.0103802,419.9267575,1.434715607,6.440072164,0.950111973,92.11134367,6.710133756,Organic,91.33337943,50.51426325,72.61595035,674,1781,1100,Yeshwanthpur Market,13.01844043,77.50821929
FarmBB00015,lettuce,FarmBField3,66.93694835,23.00776441,188.4731231,223.4806612,5.825708618,62.83407412,91.18308514,2023-04-25,6.056010952,91.59219597,14.37025717,A,15.47798674,9.545394401,Freezing,Aluminum,486.6718279,4.838671572,91.72179477,Air,1178.927125,49.16436229,9.19899234,0,3.311238272,4225.479016,482.5003789,1.229015927,7.653579972,2.734970128,83.53203438,7.091973634,Mixed,91.43861196,65.6816325,37.13784774,458,1438,859,Nelamangala Market,13.09754002,77.3849599
FarmBB00016,lettuce,FarmBField1,49.77596624,24.96581677,30.42625344,73.60817276,4.722204105,53.79283526,88.36931933,2023-05-11,2.814407025,78.75199153,10.64413648,A,5.973058418,4.425985425,Drying,Plastic,259.3961427,4.586231889,92.96604436,Truck,88.58926344,26.34802391,29.34254319,1,5.281596661,1189.586335,241.3427471,1.04428822,6.388111778,0.79630729,86.96671381,7.996497961,Packaging,83.8213088,28.33194913,26.22898327,487,1595,845,KR Market,12.96964063,77.58835537
FarmBB00017,rice,FarmBField2,56.68502029,17.25242624,90.46288474,259.1220125,6.233305151,56.89840442,81.20354617,2023-06-03,7.795330578,72.76927254,16.06459404,B,19.83483458,12.65078127,Freezing,Plastic,51.68018812,4.086563855,83.08873887,Truck,70.12782035,27.41589679,63.60079282,0,3.849189857,9885.143777,376.6233889,1.25382727,10.39716508,4.463207794,82.44348054,7.27317289,Mixed,88.96666204,70.73661419,7.93538614,512,1521,920,Yeshwanthpur Market,13.02544165,77.50888553
FarmBB00018,rice,FarmBField3,51.15126766,19.543385,106.782064,296.8893289,4.351614023,64.01009289,81.47719801,2023-06-04,3.875340715,75.10288036,7.502045089,A,13.20923546,10.23213707,Drying,Plastic,469.7433301,4.302285411,90.18219431,Ship,485.8735177,20.03078954,43.15235008,0,12.68350633,6276.957799,314.1007977,1.198458171,14.3012598,1.555807702,74.41892034,6.256828541,Packaging,98.6034945,43.1116478,15.35561561,535,1447,975,Nelamangala Market,13.09040593,77.38405271
FarmBB00019,corn,FarmBField1,41.25549866,27.11007143,195.6650804,229.2888563,4.031602289,42.27802465,86.4416179,2023-06-30,6.093468593,93.71512177,17.28463154,C,19.44906325,9.704198564,Freezing,Glass,189.8299054,4.410352178,91.07619648,Ship,1233.337634,26.55437387,19.9956814,0,8.591640741,2696.168814,300.9316405,1.273044156,11.64526421,3.764808098,83.1774302,7.440869643,Mixed,87.91798981,57.27174568,12.89195228,670,1856,1094,KR Market,12.96785021,77.59704909
FarmBB00020,lettuce,FarmBField2,57.20327276,28.9038657,138.7952883,236.3224251,4.268147763,50.51503351,88.11644993,2023-07-02,6.692252578,87.83283024,14.16494381,C,28.98576472,17.44557562,Fresh,Cardboard,51.84753523,3.117748194,86.36822265,Train,790.8200131,38.67692915,41.215074,0,2.214727683,6364.841854,114.7699062,0.503530418,13.12594074,0.449719751,84.99818661,6.004928752,Mixed,96.73090896,27.32150301,7.903948223,476,1420,958,Yeshwanthpur Market,13.02106019,77.49042805
FarmBB00021,corn,FarmBField3,38.55485949,32.45009825,178.569328,290.4344715,5.747971308,47.52195014,85.81267228,2023-07-05,2.310079981,92.31236093,9.867506085,C,21.56991132,17.21411502,Canning,Aluminum,151.0838778,2.02982274,81.68648868,Air,1147.704146,48.69255381,9.809181193,1,1.116627404,3377.184712,388.494209,1.402745994,11.73111975,3.130350052,88.13161669,6.106281484,Mixed,87.89757553,12.12295051,42.79974008,689,1854,1123,Nelamangala Market,13.10832147,77.3944651
FarmBB00022,lettuce,FarmBField1,37.72644743,15.50716416,37.38708391,62.06370549,4.730365774,24.38186426,88.34707623,2023-07-11,7.426872163,83.61718749,6.149250652,B,29.73812595,5.333621223,Fresh,Cardboard,275.3669265,3.807976895,87.90262571,Truck,1697.840367,36.2380015,20.70880322,0,10.03932306,8882.860975,11.02770737,0.791283593,10.11139146,2.274694561,95.40026191,6.889107916,Mixed,97.98217358,16.81033812,78.17161093,528,1552,968,KR Market,12.96499396,77.59852398
FarmBB00023,potato,FarmBField2,37.18158485,16.47031761,130.2008731,213.0613979,5.449111826,37.92889397,88.7745498,2023-07-11,5.715841151,70.79687687,8.98418374,A,17.8254085,16.39811247,Canning,Aluminum,410.3694525,4.115678283,80.82493734,Air,1452.79752,30.09703722,20.8755381,0,8.132478663,4376.900265,432.4111733,0.763439148,11.71669796,2.399151626,75.02466044,6.042007836,Organic,95.3346296,56.71801916,17.85292993,540,1532,930,Yeshwanthpur Market,13.02194662,77.50824629
FarmBB00024,tomato,FarmBField3,43.06094507,18.80027054,54.28914684,256.1899874,4.059309412,20.32799969,83.38823247,2023-07-25,7.915016297,82.8456602,10.41453078,A,29.03313446,10.39918844,Canning,Glass,124.2810925,4.71018139,90.55956823,Truck,358.1379962,30.96557139,30.37361268,0,12.06745707,5716.033391,440.7262431,0.684011508,6.497883803,2.125132754,82.68339229,6.445731133,Mixed,87.70210226,77.57251083,32.00813352,793,2512,1452,Nelamangala Market,13.10719202,77.38773594
FarmBB00025,tomato,FarmBField1,66.52255796,22.28935816,181.8207103,243.2158582,4.670497175,49.080841,80.90567369,2023-08-04,2.464580874,79.58445756,16.08765647,B,7.864709181,14.45687372,Drying,Aluminum,496.9384779,2.613525536,86.06924706,Ship,1565.239331,19.54359114,60.80380441,0,1.234960838,5663.776422,425.9008361,1.194274179,10.1023979,0.230599696,90.81754781,6.946781337,Mixed,91.14630798,36.71068754,57.89923878,783,2522,1429,KR Market,12.96490582,77.58961415
FarmBB00026,wheat,FarmBField2,32.79521874,25.48316203,91.39342549,55.59564456,5.280694511,37.06134661,92.057058,2023-08-11,2.617123675,80.14522328,13.35491899,C,21.82358306,18.63310481,Freezing,Glass,180.0675321,2.666466285,88.37824329,Ship,581.6032101,48.75558666,43.15598362,0,13.69316615,6757.304725,62.81532619,1.215249397,9.660464722,3.95623117,96.97338005,7.361495755,Mixed,97.05828696,17.74791506,80.77989975,517,1543,851,Yeshwanthpur Market,13.0130756,77.50286409
FarmBB00027,potato,FarmBField3,61.19489072,25.91875591,150.3316613,133.8391643,5.803753378,27.02436665,94.60988802,2023-08-12,6.766975141,81.78096422,7.400421664,A,17.94276469,11.07486006,Drying,Plastic,492.7762006,3.977574134,83.86761559,Ship,1035.24506,33.33044505,9.932655637,0,4.402917044,5373.561446,207.7561944,0.822774503,12.68329049,1.293276942,90.4608489,6.002570833,Packaging,83.91571749,53.20926104,25.28208658,458,1499,895,Nelamangala Market,13.09157403,77.38456301
FarmBB00028,tomato,FarmBField1,45.43997967,19.87096213,109.2836399,183.3261168,5.222759803,58.63851488,90.90599263,2023-08-20,6.291044976,72.35211738,15.28881155,A,21.51377771,8.336353081,Drying,Cardboard,271.1598541,2.518336499,84.62934014,Truck,655.7002876,22.46627884,44.25475206,0,13.69055893,9424.323539,455.9718304,0.573929687,9.011972438,4.291660684,98.33748381,7.567547946,Mixed,84.68000412,33.5610662,86.05511293,828,2419,1455,KR Market,12.96988889,77.58144205
FarmBB00029,wheat,FarmBField2,30.53511507,32.87262453,192.8216493,296.6509602,6.902230466,55.16071117,82.30675664,2023-09-28,5.630600812,87.10397273,13.98179925,A,13.24585561,17.28744376,Canning,Aluminum,282.687265,6.919503299,89.96616032,Air,1796.180034,21.63431511,24.83304091,0,12.01375818,9817.065326,486.3685668,1.150191329,10.45358581,4.046915119,92.8731731,6.837784115,Organic,96.30904456,40.29685592,36.37481309,452,1435,955,Yeshwanthpur Market,13.0142561,77.49137172
FarmBB00030,tomato,FarmBField3,41.29576382,33.05408722,35.9829864,226.0486827,5.380302103,66.60933592,91.60882757,2023-10-07,3.046274421,93.5560549,15.46932799,C,20.94851321,5.017841083,Drying,Cardboard,213.5292161,4.666596881,80.69111745,Truck,549.0644862,42.97107536,56.18732115,0,9.094973718,1026.939789,163.1802057,0.791923507,8.044348877,3.65439438,81.06714244,7.984274804,Organic,84.6542647,27.49785503,81.86816914,774,2548,1476,Nelamangala Market,13.10825048,77.38887905
FarmBB00031,wheat,FarmBField1,60.80290006,19.27845878,34.9514856,67.13426612,5.865994694,64.14378998,93.37913675,2023-10-22,2.302321876,83.20772168,6.980896465,C,25.80191634,6.047368859,Freezing,Plastic,375.3929539,3.614801468,92.37853745,Truck,531.729129,31.5747881,66.8876997,0,13.14897316,7535.218259,69.47205093,0.738754115,5.436259483,4.304750255,74.37462197,6.520067157,Mixed,91.2831447,20.9002689,8.507075795,488,1495,908,KR Market,12.96245671,77.59400795
FarmBB00032,corn,FarmBField2,32.70914341,34.38411546,150.2069101,201.8544461,4.658848263,67.80402506,87.64534213,2023-11-03,4.799386648,91.45447804,13.9348203,A,18.71293501,1.47132326,Fresh,Glass,408.5240351,3.925070536,90.64313344,Air,876.2930386,46.18135476,32.28313574,0,13.86299092,9016.885325,93.90942885,1.188009641,8.035748742,2.73967367,92.35267461,6.155728919,Mixed,85.5675664,64.26635739,51.02763322,698,1839,1136,Yeshwanthpur Market,13.01877651,77.50202726
FarmBB00033,tomato,FarmBField3,64.50260309,25.57125667,21.76529439,205.270766,6.678705606,48.42671141,81.46902221,2023-11-06,7.495021284,74.61413426,7.218266562,B,21.12609574,13.18996268,Drying,Glass,195.8779646,3.994424957,82.84303907,Truck,54.30924681,30.97622105,3.314793055,0,7.97148681,4847.001591,457.1162413,0.744867025,9.28362448,3.480737392,89.44594685,7.225526597,Mixed,89.3906296,33.4766907,38.95828332,837,2419,1411,Nelamangala Market,13.1034586,77.38317189
FarmBB00034,wheat,FarmBField1,54.63641519,29.37396678,21.77718524,186.4303971,6.47267462,36.77063606,85.11716434,2023-11-23,7.888965302,85.02423247,12.08469155,B,20.14254607,10.2068725,Freezing,Glass,312.658012,5.46549427,86.10190097,Air,687.1705013,37.336175,43.89720496,0,6.895341201,2387.021348,362.5917147,0.756026205,14.02998402,2.534843516,72.51037748,6.835509588,Packaging,84.30733058,50.41210083,17.51670764,506,1562,947,KR Market,12.96788882,77.58951285
FarmBB00035,rice,FarmBField2,48.36743486,31.3443115,31.19283143,239.9031557,4.44130584,68.96042576,83.00352099,2023-12-01,4.846645683,87.43293271,10.20351136,A,26.5051239,12.07767112,Drying,Aluminum,182.873689,5.786036574,88.01250815,Ship,1101.455084,19.95992881,2.26567881,0,9.398451542,3091.90679,78.2312459,0.688103557,14.10181006,4.177781326,71.37290444,6.633750527,Packaging,95.88291835,32.34337566,87.95458744,516,1551,914,Yeshwanthpur Market,13.01114807,77.50505064
FarmBB00036,corn,FarmBField3,56.73212427,32.02299044,171.9179485,158.4126515,6.016904294,29.57412677,92.11479927,2023-12-01,2.77996426,83.70098095,7.471637107,A,24.45524377,18.59725095,Freezing,Cardboard,230.2902637,6.140644917,86.70706385,Train,529.167492,48.26782519,33.54454871,0,6.621437846,6549.518086,71.91106705,0.987545711,6.898292263,2.721127946,86.80058509,7.169508215,Packaging,87.43017957,38.717775,34.12020325,713,1759,1056,Nelamangala Market,13.10497162,77.39178192
FarmBB00037,wheat,FarmBField1,54.34426917,27.08894835,103.3512414,76.98179609,4.054144003,20.58576945,86.2227013,2023-12-02,6.319369574,84.08937796,6.722179203,B,16.21592701,12.94811004,Freezing,Plastic,265.194926,6.319285673,93.36211275,Train,131.9565618,48.96183115,60.90132925,0,0.272479422,2289.017289,113.1398052,0.738223336,10.45139228,3.092851416,90.77907233,7.851454829,Organic,83.39806154,45.98442205,91.27984866,462,1563,892,KR Market,12.97227821,77.58672664
FarmBB00038,tomato,FarmBField2,35.95958611,22.7872605,89.68436134,146.0956645,4.829417906,51.14318793,86.1915539,2023-12-02,3.600228857,90.04648091,16.27670514,B,25.68158988,1.949992983,Canning,Aluminum,136.9708011,5.375589256,80.37298661,Train,137.0343641,47.9580511,26.76485542,0,10.1163947,9375.595848,166.0437428,0.963796627,6.049302091,3.019674329,75.73220154,7.984396375,Organic,83.16730492,34.37094411,32.06526285,799,2430,1448,Yeshwanthpur Market,13.0256734,77.49328448
FarmBB00039,tomato,FarmBField3,48.30653354,28.04193724,158.218521,223.9317432,5.066500202,41.70243738,83.98015072,2023-12-29,7.376383656,74.90710781,5.360036165,C,13.78577306,15.37485169,Canning,Aluminum,353.7588713,6.829558638,81.33712247,Truck,472.9471753,49.40612861,6.207287308,0,2.616701441,3853.138115,86.74359897,1.196561868,7.395135561,2.514120076,87.30854752,6.9003307,Mixed,85.02422779,79.75816013,60.90130559,768,2462,1383,Nelamangala Market,13.090002,77.38152742
FarmBB00040,wheat,FarmBField1,47.07577471,31.41459201,118.9563828,280.3521648,4.374913491,39.09563981,94.65140254,2024-01-06,7.840712297,81.61095392,17.37778948,A,16.30441981,7.401897654,Canning,Aluminum,432.8275537,4.419342319,93.22884237,Train,1913.840566,46.17443057,27.67267841,0,9.852284689,4478.259009,335.3312428,0.745115169,7.25080227,4.711152324,98.78579679,6.764157312,Packaging,84.00620374,74.16267962,15.56757121,501,1487,962,KR Market,12.96304964,77.58165266
FarmBB00041,tomato,FarmBField2,55.55378009,19.74098594,122.7838191,181.0371616,4.971954411,44.42482111,93.16879756,2024-01-20,5.514015558,89.61122683,17.1174297,C,13.22286229,3.272246411,Fresh,Aluminum,372.4103995,4.565895163,91.19503212,Train,1792.400816,42.4371033,62.76821775,1,10.4665381,2443.140952,112.9279655,0.969604499,11.58793126,4.436443966,77.9763493,6.652531286,Packaging,97.2497851,52.96533082,75.01534836,765,2562,1351,Yeshwanthpur Market,13.02834796,77.49384129
FarmBB00042,rice,FarmBField3,31.82951039,16.18626668,92.2850336,238.2492779,4.459917358,54.60390959,84.82063488,2024-01-21,6.169618535,92.77826756,13.84295368,B,27.54639264,9.109523575,Canning,Plastic,308.2329861,2.808541904,83.8905968,Train,636.4018599,33.87796696,30.99881414,0,5.788745816,1321.619126,442.5338667,1.187490718,5.795853491,4.457064277,84.36276315,7.493110993,Mixed,80.20217171,24.40567514,29.812425,472,1476,961,Nelamangala Market,13.10505311,77.38609771
FarmBB00043,potato,FarmBField1,39.67608861,18.31117892,125.8615504,124.4821118,6.02937648,31.61861566,82.96656185,2024-01-26,4.843142505,70.67793761,9.90914177,A,7.710386981,18.24274494,Fresh,Plastic,197.0665162,4.946271997,83.0022986,Ship,1518.915111,36.92438789,49.34753815,0,5.784635447,5401.193381,247.8177764,1.07513788,9.962858253,1.633684299,89.97764954,7.650140046,Packaging,81.78309056,25.55242929,83.10383862,452,1472,877,KR Market,12.96373688,77.59420215
FarmBB00044,tomato,FarmBField2,63.85386589,28.73687357,122.1174807,151.3676767,4.330118452,61.59463712,81.71541476,2024-02-07,2.717571213,88.02653755,5.144755682,B,22.33903488,4.22160721,Fresh,Glass,211.8075746,6.89990024,91.63267125,Train,1183.3489,49.09055722,8.075566097,0,3.765422057,1613.003625,465.9034005,1.014355203,6.171928558,4.962392083,76.67427045,6.984230686,Organic,96.99073247,71.49031886,79.5214286,763,2502,1407,Yeshwanthpur Market,13.01058007,77.50529078
FarmBB00045,wheat,FarmBField3,49.24246788,29.90046763,52.46033753,229.1230002,4.057870627,48.74869299,84.19181682,2024-02-20,4.033552257,91.41563964,12.29152983,A,24.23851719,13.6514893,Freezing,Plastic,231.5609086,3.079488043,81.09145217,Ship,1088.051366,22.4342049,21.19745489,0,10.61129755,6937.889516,24.97862212,1.134623952,10.04780885,0.469213446,75.68689524,7.017105968,Organic,90.30132216,19.4458845,35.14875593,523,1521,964,Nelamangala Market,13.09164207,77.39141431
FarmBB00046,potato,FarmBField1,55.61821799,24.67493589,1.007112757,290.3864632,4.343715844,52.6176567,90.12452903,2024-02-21,7.435782871,72.21832602,11.43762447,B,23.61752016,16.28328831,Fresh,Glass,208.823295,5.287146253,85.37885804,Air,1673.95842,22.39245357,62.93900927,1,2.188491445,9423.732973,75.77384756,1.115634533,8.475418566,1.505591031,98.23995736,7.943932694,Packaging,85.42519522,41.11521343,75.98728715,507,1534,848,KR Market,12.96063519,77.59190869
FarmBB00047,wheat,FarmBField2,49.48983102,28.73481538,12.50186201,61.69609475,4.292620903,61.38756239,91.5453047,2024-02-22,2.103252347,92.91467466,10.84945109,C,26.33567097,15.98010706,Freezing,Glass,429.0842927,4.65376916,81.89645851,Train,824.5777126,30.11524675,71.80332747,0,0.932481256,8485.152367,346.933333,1.042887116,5.173629724,1.780053121,92.08683932,6.321700699,Mixed,87.12063574,41.3067654,16.69772369,488,1455,933,Yeshwanthpur Market,13.01832278,77.50779809
FarmBB00048,lettuce,FarmBField3,53.02798501,28.4124761,115.9779138,245.5247407,5.982926046,36.99370258,86.73078965,2024-03-01,6.108062831,94.68881131,11.81385058,A,21.75704282,5.665348237,Freezing,Glass,201.5067941,5.424890376,89.34935791,Truck,700.4702082,41.13479476,29.35844166,1,11.69420705,7638.843542,204.3208184,1.046001725,6.461994393,3.795727031,94.18494704,6.807356733,Mixed,85.28272853,15.61080572,73.3538214,451,1475,978,Nelamangala Market,13.10347835,77.39408463
FarmBB00049,corn,FarmBField1,46.75886912,28.54516319,15.21301888,269.2616896,5.118896862,33.63985849,91.68336117,2024-03-11,7.373737754,74.04655844,11.61773726,A,20.98754006,5.507908632,Drying,Plastic,226.3513574,5.740960643,90.41396604,Ship,773.7414899,40.09583554,15.29082296,0,11.28653209,7244.833807,51.42784995,1.008429094,11.24718388,2.857241951,90.93772461,6.214993369,Organic,92.59848924,47.66278657,68.59589025,673,1809,1163,KR Market,12.96981821,77.58965458
FarmBB00050,rice,FarmBField2,53.13494,32.2822987,65.52249139,154.1483291,4.114840479,56.82276466,94.32663466,2024-03-17,2.362386742,72.23419436,14.17937722,B,15.76609886,8.545756961,Fresh,Cardboard,139.7122574,3.59353959,83.49138809,Train,1670.07812,26.58443065,19.16555082,0,6.71254246,8049.492969,458.3305498,0.733051348,10.68538341,1.42982593,85.27910915,7.51332707,Packaging,91.13990621,50.42864206,93.2030777,495,1458,834,Yeshwanthpur Market,13.01880424,77.50868437
FarmBB00051,lettuce,FarmBField3,69.10790326,17.40386232,109.9007419,56.20293336,4.638810642,57.64802278,80.77591998,2024-03-22,7.582405029,92.75777197,11.81802154,C,10.22518973,5.036715802,Freezing,Glass,497.5182576,6.336713707,81.60620186,Truck,706.993325,30.92021445,44.0492808,0,14.16830036,8391.947928,431.921142,0.624998392,8.008638872,0.773074996,81.67417337,7.944432885,Organic,80.78314607,78.73893353,27.56837018,516,1417,950,Nelamangala Market,13.1049519,77.39813764
FarmBB00052,rice,FarmBField1,61.07571087,20.29737961,192.276514,264.9355788,4.137312976,25.56274691,82.49156822,2024-04-02,2.076534762,93.19947308,10.06290333,B,11.68130652,12.27625896,Freezing,Aluminum,167.4068251,2.761656633,87.11574331,Ship,470.4424391,32.49097056,3.222194283,0,7.145933451,971.8403848,219.9314309,0.926318982,9.485613677,2.232172817,95.47841019,6.398890577,Packaging,95.40743414,57.43432576,71.38742957,549,1570,879,KR Market,12.96584592,77.58146665
FarmBB00053,potato,FarmBField2,65.96993861,30.03382519,189.2545836,142.7010049,6.697363465,44.39881044,90.13821333,2024-04-03,5.779981063,83.16264324,6.367269153,C,8.109396793,11.85855318,Fresh,Plastic,410.0191935,2.428527128,94.25646421,Air,482.0197522,45.7211176,65.24799102,0,13.97625535,9477.730545,465.3916056,1.040545387,14.14404216,1.854220101,85.02790343,6.094866532,Packaging,87.69718965,51.80914132,62.6198115,493,1580,826,Yeshwanthpur Market,13.0154455,77.49026853
