BatchID,CropType,FarmLocation,SoilMoisture%,TemperatureC,Rainfallmm,Fertilizerkgperha,Yieldtonnesperha,PestRiskScore,HarvestRobotUptime%,HarvestDate,StorageTemperatureC,Humidity%,SpoilageRate%,GradingScore,PredictedShelfLifedays,StorageDays,ProcessType,PackagingType,PackagingSpeedunitspermin,DefectRate%,MachineryUptime%,TransportMode,TransportDistancekm,FuelUsageLper100km,DeliveryTimehr,DeliveryDelayFlag,SpoilageInTransit%,RetailInventoryunits,SalesVelocityunitsperday,DynamicPricingIndex,WastePercentage%,HouseholdWastekg,RecipeRecommendationAccuracy%,SatisfactionScore010,WasteType,SegregationAccuracy%,UpcyclingRate%,BiogasOutputm3,minprice,maxprice,modalprice,marketname,latitude,longitude
FarmAB00029,wheat,FarmAField2,34.21977039,34.89101022,125.187934,148.6304497,7.470933048,26.99002336,96.9880478,2023-09-24,7.369528647,75.09253123,1.886336752,A,9.75812157,10.15106208,Freezing,Aluminum,53.16314172,2.461132522,98.35260873,Air,1914.041716,43.28823235,6.066436646,0,14.77287604,2758.484185,442.0283998,1.059059285,4.996912385,2.903495423,81.01279416,9.637480459,Mixed,83.2546042,18.9442257,94.104826,548,1571,951,Yeshwanthpur Market,13.01234641,77.49214008
FarmAB00030,corn,FarmAField3,48.26138282,24.39889028,164.0853688,76.68901648,8.131857896,18.72304633,98.06142512,2023-09-24,7.160760899,72.27911226,6.208001656,A,6.308471895,4.360855758,Fresh,Glass,75.77611298,0.939485984,96.14116135,Train,662.2350989,48.16908091,9.805854862,1,11.3137239,2945.870482,408.9215859,0.821162153,6.915465975,2.527543802,93.24192751,9.967134413,Packaging,95.71977454,40.96565732,87.26550722,662,1758,1149,Nelamangala Market,13.10179389,77.39490796
FarmAB00031,corn,FarmAField1,38.73761749,20.59120684,130.2969544,133.9150162,7.007785073,16.19343186,95.41192592,2023-09-25,4.744592587,73.84145095,3.242481465,A,14.46191059,8.354496446,Freezing,Plastic,151.350666,2.395779817,96.71673037,Truck,1782.387161,17.53107663,38.11033319,0,5.897928015,6601.885028,345.7158118,0.720111326,4.695492052,0.72039393,81.37071373,8.519341678,Organic,91.111934,12.97289365,45.20865968,650,1739,1044,KR Market,12.97696301,77.59871664
FarmAB00032,rice,FarmAField2,46.66039791,32.66988045,41.33687198,92.41997597,9.604903321,13.16234026,96.33745125,2023-10-17,4.347018596,81.34234087,4.814843069,A,14.0736068,19.31262323,Drying,Aluminum,109.1072337,2.903267631,96.0711067,Truck,1225.738609,48.42903226,20.73148737,1,8.85956751,9688.519584,64.11161307,0.850520534,4.647603039,3.119992428,91.77231983,9.939447266,Packaging,86.41311685,57.9238336,98.58053209,508,1436,919,Yeshwanthpur Market,13.02966852,77.49799603
FarmAB00033,lettuce,FarmAField3,65.33121036,29.95437548,54.79222546,211.7120904,7.253551023,17.32458813,95.30201346,2023-10-28,3.637756249,83.25885984,5.060324266,A,29.88701227,5.723024897,Drying,Aluminum,229.4762134,2.570621808,98.15664339,Air,1662.079351,33.29018098,60.4836158,0,9.915213814,6076.008286,151.7018487,0.872533274,7.925433257,1.368202089,73.63910261,8.86246774,Mixed,95.25417297,73.18938573,0.018652817,519,1534,823,Nelamangala Market,13.0976067,77.38295617
FarmAB00034,lettuce,FarmAField1,42.97380084,34.06143694,42.91782394,147.067096,8.791834247,10.66087355,98.01298488,2023-10-29,4.86006097,70.44654731,2.982789098,A,16.15880878,3.542270989,Canning,Cardboard,465.1803761,0.352931964,97.29339738,Ship,1968.825668,25.48479873,3.028537206,0,1.176837245,862.0967239,161.8053689,0.568713678,6.053841337,2.439171593,92.41037117,8.695037591,Mixed,84.68387821,68.6084105,61.39794563,548,1521,848,KR Market,12.97369869,77.59313524
FarmAB00035,potato,FarmAField2,34.88351819,21.61500609,75.45181665,107.3486864,9.958770988,11.74446331,96.08920742,2023-11-02,2.266259981,89.9199457,4.100921642,B,13.33923874,8.953031811,Fresh,Aluminum,262.4271954,2.219190996,97.63530028,Air,612.3906037,17.69017263,28.53658341,0,8.167454387,848.2777772,132.4789037,0.869574199,3.538350444,0.411361621,76.87106642,8.100699054,Organic,98.54462127,18.91586314,61.64281774,518,1426,929,Yeshwanthpur Market,13.02724125,77.49194516
FarmAB00036,potato,FarmAField3,44.25191352,26.05529934,7.792626462,116.4844812,8.609771938,15.95572439,98.58972164,2023-11-06,7.1131612,77.35419933,3.304249397,B,19.51187517,16.01641698,Canning,Cardboard,56.03118189,0.959000497,96.009229,Ship,1924.214197,32.52184938,25.61418827,0,10.63981243,9519.089886,262.3527733,0.96423852,5.659176,2.297920286,89.64440077,8.105530516,Mixed,86.55153455,18.8389796,45.74430559,501,1581,955,Nelamangala Market,13.09995554,77.39162164
FarmAB00037,potato,FarmAField1,66.27313766,26.44584938,123.6507769,140.0862738,9.772125277,1.998573372,97.10631387,2023-11-08,2.212534211,92.79590087,0.553062289,A,7.219184853,12.06081637,Drying,Glass,177.2355603,2.965247968,95.88090121,Train,809.4896951,42.80804406,3.352934164,0,2.50981956,3043.178824,272.4213693,1.222737752,3.113843774,1.53231734,86.40766509,9.384022512,Packaging,86.40890813,66.94041376,39.69479729,544,1472,904,KR Market,12.96483114,77.58338051
FarmAB00038,corn,FarmAField2,40.88528998,34.60663167,67.31084298,114.9874657,7.708349599,6.870761728,98.20299909,2023-11-17,3.974308192,94.18778159,3.497323111,A,29.0416434,13.93852172,Freezing,Cardboard,70.06770877,1.456076949,96.95349852,Air,801.7482142,39.7480267,10.70578793,0,11.70947576,1011.463162,184.8741278,1.156729485,1.8310037,4.111906056,96.9451968,8.915857989,Mixed,85.92632621,74.69779922,45.53831355,657,1895,1128,Yeshwanthpur Market,13.02719162,77.4911707
FarmAB00039,lettuce,FarmAField3,55.90760482,16.50692512,131.1445271,163.3102117,9.279866227,16.28547932,98.91572574,2023-11-19,7.58953693,74.63647187,0.77914714,C,20.87400114,4.604202115,Canning,Plastic,66.32943018,0.367301695,97.950263,Truck,713.7548533,16.7579104,30.95498724,0,8.756591708,6030.541413,183.3566878,1.208765655,4.774815015,0.284893635,81.23235302,8.453043252,Organic,82.3201188,42.24688809,41.49604361,517,1502,904,Nelamangala Market,13.09941242,77.38231668
FarmAB00040,lettuce,FarmAField1,30.02081508,21.11394039,77.07932419,58.07898778,8.593797262,12.94584429,98.35915544,2023-11-29,6.411275927,81.55243227,3.240166393,B,23.8709455,12.76001567,Canning,Cardboard,174.0739339,2.175556644,97.10095903,Train,1105.744834,17.55156424,36.50052091,0,14.28332679,6274.122905,415.992243,0.508363682,7.425456785,2.093036375,71.91879048,9.227940613,Mixed,82.1116058,44.92797818,73.04924775,521,1483,820,KR Market,12.96914118,77.59959925
FarmAB00041,wheat,FarmAField2,44.10275425,18.81822062,136.3227338,119.9408768,9.161548184,9.984473577,98.46797504,2023-11-29,3.688345763,70.03079588,4.743347199,C,9.261948454,7.146507503,Freezing,Plastic,174.0255524,0.969033595,95.13058271,Truck,350.5828342,29.10056489,30.30028231,0,0.636334473,6520.197719,396.7534957,0.7176674,7.43311616,2.292157121,70.55550908,8.505716237,Packaging,92.31399566,32.2783429,13.5355435,455,1491,927,Yeshwanthpur Market,13.01847413,77.5071425
FarmAB00042,corn,FarmAField3,42.19125033,20.36949714,68.12491389,152.8016802,7.187024088,21.9164741,96.63193798,2023-12-13,3.515894564,84.95818163,4.635319195,B,15.23694633,16.85176395,Canning,Cardboard,404.2069712,2.991234471,98.47420603,Train,1129.737396,25.33516729,39.16563749,0,3.979892063,2747.280076,160.8199575,1.161684288,2.735242225,3.625030381,93.97889827,9.155263509,Organic,96.62724285,72.59855828,19.76392206,680,1707,1169,Nelamangala Market,13.09234631,77.38542504
FarmAB00043,tomato,FarmAField1,36.58623413,24.70559749,52.13890565,200.6954705,7.443217276,20.81152822,97.20689038,2023-12-20,2.030492839,85.18266121,5.300970232,A,15.56722783,12.95667731,Freezing,Aluminum,488.6755938,2.939347374,95.25874757,Air,1106.324384,23.13345131,43.65921724,0,9.023308189,249.5957737,457.7563375,0.983989368,4.22141973,2.871437875,85.21733349,8.718417494,Packaging,95.0198897,55.14320337,18.05182284,842,2536,1366,KR Market,12.96807585,77.58799624
FarmAB00044,corn,FarmAField2,51.36357678,22.45373734,99.20749086,117.7394106,7.399350786,5.0019228,96.01555426,2024-01-05,6.174285757,76.18849889,0.762092064,A,25.5451611,4.778269278,Fresh,Glass,217.0431923,1.968402054,98.82329793,Ship,1535.708535,24.83515746,2.694667479,0,4.448398683,9653.652158,476.8793583,0.505313476,1.693087189,3.336061686,92.4820775,9.647104453,Organic,82.68104429,30.1776104,26.24705851,650,1804,1058,Yeshwanthpur Market,13.02342767,77.49689436
FarmAB00045,tomato,FarmAField3,49.39319885,22.89382934,138.5780717,83.29628131,9.061496516,26.35887346,95.7844524,2024-02-01,2.29270149,83.96031681,5.216985964,A,5.030916994,2.227716917,Freezing,Plastic,242.9990955,0.389479347,95.10056783,Train,1675.617426,43.12189602,34.48666116,0,10.71636246,2583.841152,170.1038456,1.304494642,7.965048876,3.885246428,76.7983424,9.641392322,Mixed,90.36606031,30.91480097,52.52584188,839,2474,1443,Nelamangala Market,13.10427534,77.39278374
FarmAB00046,wheat,FarmAField1,57.69744132,31.88426281,69.66732089,69.0500949,9.533322018,14.86270879,97.02203152,2024-02-04,5.195615116,75.63850356,2.497184454,A,12.52132771,1.810030976,Fresh,Cardboard,430.1552463,2.060582993,97.77780182,Ship,908.8606331,47.52298188,69.44494686,0,11.38507924,6792.660252,183.6682249,1.272809573,7.848943263,4.311014868,80.00742862,8.954700796,Organic,82.00623937,72.38400511,11.12087473,537,1496,903,KR Market,12.96798322,77.5886352
FarmAB00047,rice,FarmAField2,40.77649335,33.6003367,187.3296304,285.1329568,9.248848696,22.24382733,97.38019592,2024-02-06,7.772731836,74.02063673,3.192367569,A,29.53090936,8.056762785,Freezing,Cardboard,170.662559,0.279091459,95.32882825,Train,639.5498362,29.17859431,38.33225961,0,1.537739461,7095.635712,257.7607352,1.048419163,5.196071438,1.569377484,70.87301229,8.701638219,Organic,80.86059823,10.95438167,86.81692953,476,1432,935,Yeshwanthpur Market,13.02229055,77.49140084
FarmAB00048,lettuce,FarmAField3,39.76502089,16.40832262,7.837265335,154.1597644,7.091416458,17.19452548,96.35708498,2024-02-08,2.65681316,86.28798667,6.863890031,A,16.87216359,6.051171596,Drying,Cardboard,120.371812,0.088092477,98.64270632,Truck,555.7030498,46.71388507,49.42795872,0,7.707816963,6139.073429,471.1491981,0.566463326,6.435312477,2.690113527,97.88327741,8.725119593,Mixed,92.47133133,32.59086009,29.73615313,520,1497,879,Nelamangala Market,13.10644813,77.39306842
FarmAB00049,wheat,FarmAField1,36.73164169,19.17837435,83.58920634,195.2906553,9.601644943,29.93077848,97.27777407,2024-02-10,7.366879586,78.1481366,0.072243233,A,14.56315701,13.27571235,Drying,Aluminum,433.8903305,2.468875339,96.85773294,Truck,429.5164816,26.25234954,23.83047005,0,7.633358334,3197.783203,439.3965222,1.26651505,5.72080129,4.200540392,89.36816929,9.611429051,Packaging,90.16789434,48.80496769,16.25379875,507,1578,952,KR Market,12.97452685,77.59073846
FarmAB00050,lettuce,FarmAField2,38.75056878,28.42287034,193.5161103,279.794138,8.062440012,22.5720936,98.54984193,2024-02-21,7.948852011,84.75659847,4.707301067,B,7.99572505,10.48734286,Fresh,Aluminum,70.9252639,0.629258843,95.5500951,Train,162.4127853,31.67529452,56.17939647,0,5.539211553,2783.852912,60.25830167,1.083713588,4.745265752,4.947255655,97.06294755,8.656358966,Mixed,81.55845002,20.37522235,67.56213096,507,1493,911,Yeshwanthpur Market,13.01220954,77.49810071
FarmAB00051,potato,FarmAField3,52.32408008,22.17293563,109.5943766,70.68710501,8.191491498,21.20941384,97.22688634,2024-02-21,2.369102157,80.83116872,4.789711841,B,29.35411572,6.054366282,Fresh,Plastic,328.8647481,1.137081379,96.3632628,Ship,717.7735587,22.91101492,56.10450373,0,13.99387294,6016.915999,202.4380642,1.281959977,0.426783976,4.447596555,77.69939582,8.418118747,Organic,80.66384568,16.44691279,3.80863006,467,1563,968,Nelamangala Market,13.09810747,77.38642086
FarmAB00052,rice,FarmAField1,46.15344684,20.08327298,84.69418846,269.1653715,7.3146075,23.35715817,97.88325239,2024-02-27,7.297437615,94.60878519,3.173278211,A,5.500658898,3.835517781,Drying,Plastic,302.8967814,2.92037217,95.6592987,Air,576.9829997,37.41666148,38.49072334,0,12.4125948,8674.346773,281.151883,1.251746992,3.63811474,1.857336313,87.73244473,8.169376684,Mixed,98.80537185,67.06934318,61.99685649,495,1585,939,KR Market,12.96059901,77.59474508
FarmAB00053,rice,FarmAField2,32.59568988,20.90581177,113.7040567,187.8969681,9.212215618,4.293839566,98.22125987,2024-03-04,5.096474123,73.73951607,1.896222857,B,23.42950563,3.416795491,Fresh,Aluminum,205.6642014,1.010521506,95.68232765,Air,1934.513902,49.26433903,70.32096763,0,10.45814073,9472.663916,256.5349116,1.303002072,5.398290417,0.975832586,89.67649908,8.933386242,Organic,80.57040531,72.60830721,69.81984307,486,1505,824,Yeshwanthpur Market,13.01219569,77.50212616
