BatchID,CropType,FarmLocation,SoilMoisture%,TemperatureC,Rainfallmm,Fertilizerkgperha,Yieldtonnesperha,PestRiskScore,HarvestRobotUptime%,HarvestDate,StorageTemperatureC,Humidity%,SpoilageRate%,GradingScore,PredictedShelfLifedays,StorageDays,ProcessType,PackagingType,PackagingSpeedunitspermin,DefectRate%,MachineryUptime%,TransportMode,TransportDistancekm,FuelUsageLper100km,DeliveryTimehr,DeliveryDelayFlag,SpoilageInTransit%,RetailInventoryunits,SalesVelocityunitsperday,DynamicPricingIndex,WastePercentage%,HouseholdWastekg,RecipeRecommendationAccuracy%,SatisfactionScore010,WasteType,SegregationAccuracy%,UpcyclingRate%,BiogasOutputm3,minprice,maxprice,modalprice,marketname,latitude,longitude
FarmDB00011,rice,FarmDField2,63.25225309,20.21275789,54.30523776,251.2009195,6.737490225,38.62999144,90.22109892,2023-05-06,7.835887844,86.95621452,11.09527444,B,11.02424182,1.405890465,Canning,Aluminum,132.3760427,2.704392379,96.5359148,Train,293.8206679,34.26619231,62.43579487,1,3.898123132,7506.58864,272.7767686,1.245356583,8.99207938,1.902845582,91.83767594,7.355109441,Packaging,85.76479692,13.44842751,25.95085569,531,1536,869,Yeshwanthpur Market,13.02396257,77.49563677
FarmDB00012,potato,FarmDField3,49.42840019,20.58205591,102.8308347,72.05297792,6.761849726,24.68668046,96.75949013,2023-05-28,6.315068113,87.13556039,4.76995206,A,8.629647705,17.02843496,Drying,Glass,182.1610304,2.77110895,90.29129898,Train,958.1340038,34.6278103,13.65629401,0,13.79488913,6580.728935,414.6232866,0.887080716,3.442456251,2.762151791,96.075157,8.505196176,Organic,81.96528307,32.75590647,24.40467784,458,1470,846,Nelamangala Market,13.09859082,77.38607413
FarmDB00013,rice,FarmDField1,58.20074307,25.58988279,80.83102025,112.0415479,8.313940547,28.32670228,90.42275608,2023-05-31,5.537385643,89.13029515,2.366047126,B,5.625290083,14.70535646,Freezing,Cardboard,439.5053494,4.951328464,91.24287564,Ship,97.48627051,24.84915952,46.88454148,0,12.43718472,807.23037,108.9047923,1.400941486,9.146690822,1.051712768,86.99816542,8.730591314,Organic,92.28765368,44.78344732,54.71971294,539,1498,903,KR Market,12.97889356,77.59976614
FarmDB00014,wheat,FarmDField2,41.89054,28.54737943,1.527387352,143.4757353,8.305134755,11.50937972,94.05479382,2023-06-22,2.515036044,81.42830776,2.72426713,C,10.88961168,8.534123416,Drying,Aluminum,103.9419507,1.729897424,94.5696009,Ship,460.7767012,45.41073115,56.78780665,1,4.795013161,5349.726671,404.531288,1.207377263,3.752868609,0.488888136,75.08408121,7.852177357,Mixed,97.48900574,75.74578066,48.60961122,471,1434,969,Yeshwanthpur Market,13.0154746,77.49565641
FarmDB00015,wheat,FarmDField3,60.3114313,20.30542305,193.7991029,175.6250353,6.065679744,17.31517766,96.4272336,2023-07-01,7.542257356,90.45183039,9.469313091,A,25.61699462,14.03626265,Canning,Cardboard,372.8369048,4.555273522,96.53292016,Air,800.3432278,49.14433692,20.71101152,0,0.943687232,709.6751241,37.0427107,1.451316511,6.636009246,2.426391564,80.62268154,7.025620464,Mixed,86.49952538,54.85432842,47.80167482,526,1537,965,Nelamangala Market,13.10011248,77.39192046
FarmDB00016,potato,FarmDField1,54.79608788,26.96853965,76.97657325,241.3683421,8.336836442,26.59168148,94.49131631,2023-07-10,6.895819404,85.06560539,4.524941413,A,13.38734368,10.8087182,Fresh,Plastic,416.9048751,3.383772914,94.14619213,Train,403.8772988,24.04033691,60.81995238,0,12.1937532,1899.077261,470.2775677,1.232604435,7.960796512,2.751433063,72.36574934,7.377079293,Organic,85.67050531,48.4492662,23.39722595,460,1566,871,KR Market,12.96071985,77.59183651
FarmDB00017,tomato,FarmDField2,39.46858495,28.09755053,57.77754636,50.99083622,6.893291098,37.64320551,93.78216951,2023-07-20,5.760304216,80.35965116,8.917972123,B,28.48748698,5.67695129,Freezing,Aluminum,471.3764243,4.946881054,96.24114939,Ship,1735.018214,31.30715681,69.79728414,0,12.13221396,8075.148628,185.842492,1.261985043,9.755538392,0.87069951,83.04581353,8.322178348,Mixed,95.99677677,33.7153411,89.0580707,780,2500,1383,Yeshwanthpur Market,13.02829652,77.50747027
FarmDB00018,corn,FarmDField3,31.78252406,32.2586709,83.93906707,102.8240726,7.797988682,19.12751632,92.73157816,2023-08-05,5.086821833,87.84186174,3.970295766,A,9.051977706,17.99468274,Drying,Cardboard,347.6057807,1.04155361,92.78134326,Truck,1887.993689,42.74295692,66.6686102,0,4.400049168,1957.074694,401.0534792,0.750488022,7.375341303,4.958040037,81.85299327,8.74488029,Packaging,83.21691202,20.20071571,66.66831133,689,1844,1025,Nelamangala Market,13.10608115,77.39333285
FarmDB00019,tomato,FarmDField1,62.24421247,20.93092654,16.11737261,116.5482698,6.224833725,15.99752845,92.57922328,2023-08-12,2.500303538,83.90402565,5.711350803,A,7.623159382,4.569137849,Drying,Glass,325.4451696,4.64664344,91.89175137,Ship,517.4110591,25.37535809,67.02488249,0,10.9181272,3406.480099,214.462659,1.079039052,9.869778516,2.275997128,84.23911178,7.946004114,Organic,97.95064176,64.83739663,12.06926347,779,2588,1418,KR Market,12.96737337,77.58736989
FarmDB00020,wheat,FarmDField2,68.27655854,31.2174262,16.50966671,68.92419218,8.761755293,40.83196922,96.19459999,2023-09-03,6.469537506,80.11613466,3.210046768,A,8.1816077,14.78694456,Fresh,Glass,184.8658126,2.089392639,91.20829611,Ship,1972.133663,39.97803102,3.938321188,0,4.862778417,9712.151728,215.2650413,0.609584538,11.8895371,1.270138625,75.81369476,7.190859864,Packaging,96.60311721,45.39373849,5.574784499,514,1595,827,Yeshwanthpur Market,13.01857547,77.50712205
FarmDB00021,tomato,FarmDField3,44.74264144,29.2211321,28.40533641,161.6429789,8.602959537,31.20075971,95.54205606,2023-09-06,2.456459898,79.18410251,5.094505841,C,29.1990282,8.056340148,Freezing,Plastic,190.6439225,2.903918076,91.30148694,Train,1060.342459,37.67554121,20.69945335,0,9.140401448,588.1533827,337.2830893,0.653362853,6.878631568,2.814268038,73.21106465,7.961317794,Mixed,89.04978935,59.62874943,58.28827121,801,2470,1339,Nelamangala Market,13.10048386,77.39739603
FarmDB00022,rice,FarmDField1,63.39677525,22.40746464,63.60417238,105.3760713,7.354366526,38.18542352,94.20241146,2023-09-07,6.782250303,88.86260512,10.50532629,A,21.40775505,11.27720734,Freezing,Aluminum,313.6298775,4.657119367,93.28317186,Ship,1712.11016,38.67099388,5.068495,0,1.761960972,5591.895157,490.3333124,0.665978991,5.806551059,4.262590967,85.13844751,8.424895934,Mixed,88.1766714,21.81530177,21.32714989,536,1541,856,KR Market,12.97804088,77.59491949
FarmDB00023,tomato,FarmDField2,68.22207452,30.55899241,42.57085077,178.3977464,6.870278888,11.60645217,91.55306104,2023-09-13,7.956123136,88.57105409,8.013918308,A,20.23669087,6.780426892,Freezing,Plastic,85.50857707,2.654654826,93.85062935,Ship,1630.56399,23.65395823,31.80277207,1,13.68937704,9461.309519,475.7818941,0.772696995,4.229318944,1.171350446,89.52488252,8.288845941,Organic,83.23432192,40.15576558,48.51130721,827,2401,1457,Yeshwanthpur Market,13.0146442,77.50246842
FarmDB00024,wheat,FarmDField3,56.53181704,24.65236558,109.1000704,210.9134555,8.667300911,26.49614398,91.03943322,2023-09-22,2.823663085,77.30828182,8.193147386,B,17.75230432,1.687399682,Canning,Aluminum,261.3230488,4.916894514,96.98498465,Air,264.1972208,26.77469848,27.98352647,0,8.542327764,8530.994984,209.5286451,1.349971951,5.715098105,2.211811168,92.74666995,8.616073637,Organic,84.61545759,49.25826805,80.08229229,507,1418,925,Nelamangala Market,13.10086052,77.38392756
FarmDB00025,corn,FarmDField1,49.88964351,21.3857313,48.8096415,269.4157858,6.95762086,48.87960408,92.66123552,2023-09-24,6.867679838,89.76904891,6.431331344,A,28.55047104,14.07894922,Fresh,Plastic,118.5623418,4.191526353,94.01537021,Air,1273.261003,43.42105169,58.60324788,0,1.919194344,4707.283764,264.1110057,1.254377356,10.73331527,2.300595733,90.83348286,7.540900844,Organic,82.89767525,10.60594554,79.35889178,659,1703,1044,KR Market,12.97415838,77.58018045
FarmDB00026,tomato,FarmDField2,46.35668646,31.14246886,189.7209163,147.9541923,8.38464436,30.69010522,95.22936365,2023-10-09,7.150402545,80.53769235,5.644044707,A,24.41890183,7.005109883,Drying,Glass,188.5802482,2.464996765,95.34168099,Ship,63.71548039,36.04566639,22.35731386,0,12.99105395,6348.486999,133.3974809,0.837687752,8.55922871,2.677919282,90.13252938,7.524049053,Packaging,89.17285047,23.83320146,16.90281546,780,2588,1356,Yeshwanthpur Market,13.02350981,77.50812064
FarmDB00027,tomato,FarmDField3,66.93936055,29.72727273,85.37389321,236.3472306,8.815721728,13.90042491,96.25777267,2023-10-14,7.629751827,86.20412187,8.915810969,B,24.44887672,1.096878928,Fresh,Cardboard,52.65042252,1.38630117,92.62076153,Ship,1654.66252,36.77196388,17.98078978,0,9.327060004,4310.523229,77.56037718,1.238268928,10.23948016,1.160164259,82.11468553,8.270891308,Mixed,88.16783299,65.57184155,93.73102592,761,2544,1442,Nelamangala Market,13.10485948,77.39342777
FarmDB00028,rice,FarmDField1,50.76502416,23.44184324,17.28831171,125.533556,6.447377089,36.42178945,90.68068981,2023-10-18,2.210701366,91.24020523,8.64040249,A,12.38338635,1.301315327,Drying,Cardboard,414.0191385,2.614273299,90.55804639,Ship,752.6955936,27.89662699,58.35177357,0,1.208071038,2977.633633,442.7671923,1.33104073,5.449449293,2.279162385,98.73921957,8.99992082,Organic,91.03184473,46.37604275,48.06180803,481,1593,866,KR Market,12.97152445,77.58059526
FarmDB00029,potato,FarmDField2,56.3789121,30.0256228,80.22115513,278.5517466,7.627986155,48.06807402,93.88341542,2023-11-01,7.353742739,88.85779247,4.363819292,A,12.07429448,13.20518386,Fresh,Cardboard,304.9689341,4.947470403,96.43294769,Train,1405.653708,33.00898428,37.15398269,0,10.65922936,8447.744259,483.0073101,0.904352647,11.12277471,2.313838286,94.54901832,8.186571709,Packaging,82.66991937,22.83936624,28.05494309,504,1509,859,Yeshwanthpur Market,13.02731615,77.49073916
FarmDB00030,rice,FarmDField3,46.13094253,18.26594604,92.90610645,222.4393927,8.496824076,41.9801355,92.36010507,2023-11-01,2.431306535,94.9320376,3.940493734,A,19.71424948,4.53595545,Freezing,Plastic,105.8214728,3.992868688,95.09990495,Train,134.9337606,40.21997223,57.33410316,0,7.948070233,2905.144608,287.7944195,0.896339536,9.177770487,0.719349144,80.10864856,7.116180433,Mixed,82.35578431,67.18709193,56.34094685,533,1408,954,Nelamangala Market,13.10984561,77.39679156
FarmDB00031,tomato,FarmDField1,62.88248809,34.27773513,47.27668155,282.8910317,7.258763488,49.98330707,94.05656912,2023-11-04,5.141303633,86.35638266,11.56704678,B,16.42350237,5.659945333,Freezing,Glass,204.7197357,3.829376161,91.92785125,Truck,326.6101986,24.67164077,32.61690455,0,4.070174539,5621.829207,124.4423053,0.797836252,11.53171962,3.013961603,88.27518067,7.649722108,Packaging,98.06717184,79.71631215,37.17528765,785,2542,1396,KR Market,12.97659362,77.59578701
FarmDB00032,corn,FarmDField2,65.17731617,33.09746599,111.5128344,251.0821368,7.37193566,16.39201218,93.31842932,2023-11-13,6.443984039,79.12332848,7.158221781,B,22.84531288,9.694042022,Drying,Glass,159.3953452,1.465279195,94.98510584,Air,1709.680954,38.86406791,31.63193732,1,0.681014514,7288.078414,258.3073091,1.426262018,10.71830718,0.842171595,82.01385881,7.320561871,Organic,83.55491494,71.26916021,77.32292967,730,1855,1131,Yeshwanthpur Market,13.02750189,77.49206314
FarmDB00033,lettuce,FarmDField3,42.55291168,15.53230204,44.79384276,159.943681,6.608663031,44.57702981,93.20628262,2023-11-21,3.842179002,83.40656277,2.136370467,C,7.046545343,2.475317137,Freezing,Plastic,254.3695718,4.405989428,92.99385717,Ship,891.1388058,36.1210528,36.8100767,0,9.499395016,8089.091832,165.3745715,0.882248904,6.928219865,1.656698259,83.19511307,7.416149117,Packaging,91.80031751,15.12838373,25.04356372,533,1565,939,Nelamangala Market,13.10980755,77.39331745
FarmDB00034,wheat,FarmDField1,63.36834293,17.64572974,190.8811477,260.7444238,8.897758063,40.33507682,95.58238159,2023-12-08,6.218252737,80.56597089,5.887750261,B,24.28362463,3.91403056,Drying,Glass,362.6110381,2.19749141,90.92486533,Train,1773.747722,38.71509901,46.94159769,0,4.660079999,6865.453816,192.2892162,0.898129333,5.335655429,3.539660452,97.08493791,7.6222375,Organic,84.3684905,45.20965013,58.50754892,492,1405,953,KR Market,12.97711754,77.59333283
FarmDB00035,wheat,FarmDField2,51.02985046,26.68884929,60.52524533,294.9504785,8.663201109,14.83130059,91.75771154,2023-12-09,7.066912973,83.99633267,10.65400953,C,8.239088825,18.91259526,Canning,Cardboard,202.8160406,2.028255292,94.26415231,Train,706.0113578,49.43309285,71.72083886,0,13.36733795,8518.151079,144.6284165,1.4878756,4.55363748,4.814900706,82.90708424,8.667963359,Organic,88.92439271,33.9893248,74.48101059,493,1558,853,Yeshwanthpur Market,13.02594831,77.49971434
FarmDB00036,rice,FarmDField3,33.3123621,30.35748205,54.57556254,118.9742261,8.077875541,10.36762974,95.17393236,2023-12-17,5.183684093,74.0960929,7.52485008,A,14.53669261,15.58932011,Drying,Glass,332.1942523,1.883055554,90.57758358,Air,1782.841744,41.68903929,54.03371708,1,2.019265205,2073.022168,80.98419396,1.304396331,10.4801678,1.323013866,89.04682222,8.577476756,Packaging,82.68461536,30.11435448,98.72496924,534,1551,921,Nelamangala Market,13.10112542,77.39720605
FarmDB00037,potato,FarmDField1,61.86983375,33.33153804,180.0983681,273.4588797,7.978890231,42.79299334,96.39309164,2023-12-18,7.793736426,89.43659048,5.765970579,A,8.542134707,4.092579835,Freezing,Aluminum,453.6207822,2.817126409,92.63576417,Truck,641.8840978,29.13844293,14.36334949,0,2.430622976,1701.778439,16.53051038,0.94081075,7.877772633,3.16056988,82.2725302,7.356396648,Mixed,81.01175072,47.84899232,10.50872394,459,1584,912,KR Market,12.97295634,77.58362885
FarmDB00038,lettuce,FarmDField2,44.19152055,28.37910142,43.54382372,261.9647324,8.363562422,14.63699075,90.99809997,2023-12-26,3.0649335,75.64198253,2.915146029,A,25.02955952,15.81329676,Drying,Aluminum,497.3375607,1.408955378,94.99607711,Ship,635.5843977,30.87894108,66.71149134,0,3.441057452,3487.298774,189.4909523,0.958613635,5.628922061,2.743070644,73.21419445,7.600616042,Mixed,84.93575455,19.86910407,22.38582548,505,1591,910,Yeshwanthpur Market,13.01162051,77.49241765
FarmDB00039,lettuce,FarmDField3,55.24971233,33.7417264,198.1406814,232.8886689,8.93097794,24.40742139,95.72010801,2024-01-05,3.450289617,85.95745507,2.04497878,B,29.63532282,15.87775675,Canning,Plastic,260.4786905,3.810343621,92.89521638,Train,220.8367215,24.22422097,25.46148588,0,14.83220964,3336.26881,193.7649886,0.66390213,8.632959835,4.131203769,86.97223555,8.63993721,Packaging,97.75579123,24.76115067,84.46439769,543,1522,873,Nelamangala Market,13.09034674,77.39923235
FarmDB00040,potato,FarmDField1,40.39641422,28.45694617,79.08736614,183.772883,6.609968498,26.28130816,91.13532511,2024-01-12,3.884010749,93.3727027,3.474348504,A,5.669647082,3.785200237,Freezing,Glass,124.7952008,1.179815037,94.57558404,Train,228.3787227,16.15238955,16.36020746,0,11.18277673,2794.770448,160.6470601,1.047368359,11.58399759,3.461852699,77.07648428,7.433328952,Mixed,85.68129154,14.57547905,77.62315986,467,1423,943,KR Market,12.97478019,77.59376633
FarmDB00041,corn,FarmDField2,42.73394911,25.4155526,14.40670295,134.8629918,8.833094837,26.49826612,92.82321789,2024-01-15,3.271027779,94.03668988,2.391788939,A,13.19259284,4.708278427,Drying,Glass,202.8144287,4.215238019,90.83403933,Truck,222.1892924,30.10519261,38.48364568,0,12.66893058,6959.031236,261.0168981,0.697324451,6.564962151,1.795406272,74.87733479,8.097629547,Organic,86.68370723,57.350343,78.58357947,722,1768,1033,Yeshwanthpur Market,13.0157301,77.50829448
FarmDB00042,wheat,FarmDField3,32.67810124,22.43422323,86.9043913,179.5250509,8.61801565,31.52090851,93.97247367,2024-01-18,7.308467299,91.73406031,8.32756556,B,21.19684443,13.2840816,Fresh,Plastic,301.6084868,3.329582719,90.98870847,Ship,92.03703063,36.02296741,59.5788038,0,12.12297255,3487.147515,169.9289426,1.475393037,9.992532052,1.235399501,73.75801751,7.518492746,Organic,96.2926354,67.63023329,41.19548504,525,1583,907,Nelamangala Market,13.09627533,77.38915486
FarmDB00043,tomato,FarmDField1,38.93932903,24.68317607,167.9018459,211.9313254,7.485285275,31.75421144,96.01999541,2024-01-21,3.734885265,71.57915729,10.93284503,A,10.50053984,5.610690461,Drying,Plastic,147.8882861,4.452809661,96.5050718,Truck,1040.79386,26.73461423,61.30317443,0,5.829897955,7682.742345,92.4577511,0.978362225,10.88170236,1.02621163,94.94139293,7.922099748,Packaging,89.46720247,53.87912711,76.40073172,771,2413,1381,KR Market,12.96662114,77.59444701
FarmDB00044,rice,FarmDField2,30.37140779,21.40778873,2.100177249,266.1084834,7.135198599,10.35014354,94.75557341,2024-01-26,7.205098265,76.10210846,11.59780383,A,24.13806412,12.11508157,Drying,Glass,335.2790769,4.694310083,93.27294183,Air,1723.264534,21.82558876,51.62965447,0,12.43430747,5213.547768,480.0496913,1.357254118,5.0715623,0.037011606,84.35831617,7.36179931,Packaging,90.75687833,31.57452471,99.31287674,505,1544,891,Yeshwanthpur Market,13.0123298,77.49344201
FarmDB00045,wheat,FarmDField3,44.89156355,26.82818003,108.0623488,81.56262271,6.809848264,19.70317849,90.17106104,2024-01-28,2.361744092,76.54885555,3.561675886,A,24.24792509,18.75827304,Freezing,Plastic,295.1138221,3.750229223,92.42441238,Air,205.2891489,24.6575939,33.84338614,0,0.018106428,114.721692,479.9211473,0.57867295,8.735940131,4.79911159,95.53318202,7.338955201,Organic,84.76272131,55.36801159,34.15503238,511,1507,934,Nelamangala Market,13.10142661,77.39666181
FarmDB00046,wheat,FarmDField1,67.03213286,25.63080568,10.26526172,59.95108683,7.232156154,44.37784178,92.40829888,2024-02-05,4.124840434,90.21646267,11.23371652,B,5.13733971,7.880995472,Fresh,Glass,422.353672,2.882601903,90.9758571,Air,488.8178703,48.97929407,51.12125723,0,13.52524819,7247.406843,42.3790873,1.383787933,6.890186573,0.028990153,94.10118583,7.36476528,Organic,86.79546864,18.8856518,60.57839202,541,1491,830,KR Market,12.97114204,77.59576064
FarmDB00047,rice,FarmDField2,43.95270297,17.08665491,82.87228506,248.2921012,8.811810343,25.42720891,90.29125277,2024-02-23,3.67154579,86.10072585,3.269545381,B,18.94008092,19.24996968,Drying,Glass,73.01466285,1.859167558,90.91626134,Air,129.1240774,44.80423407,18.0369329,0,14.01785126,7646.46029,70.35811128,0.575127461,10.49918284,4.355189263,92.52297235,7.178702692,Packaging,84.91206144,64.88635723,8.468986343,543,1564,940,Yeshwanthpur Market,13.01631631,77.50660257
FarmDB00048,corn,FarmDField3,46.83975253,22.05387678,0.299101947,121.6729961,8.359807114,38.31127176,91.61777646,2024-02-29,2.790441995,78.66544845,7.534459122,A,27.96623185,5.725526763,Drying,Aluminum,452.5118518,4.42237697,93.40664551,Ship,815.8705247,21.70407199,25.5833728,0,7.544467434,9756.333004,149.2309093,1.371923212,3.619498409,4.495632295,79.94334522,8.203257823,Mixed,80.04411213,53.11425322,56.49424165,714,1838,1062,Nelamangala Market,13.1033987,77.39803221
FarmDB00049,lettuce,FarmDField1,37.27243343,34.40870337,10.36339074,214.155733,8.9830683,39.15018958,96.64108867,2024-03-03,3.940517364,71.7712202,6.791429817,A,25.82603948,10.34613171,Fresh,Glass,55.0513422,2.191035586,95.92831499,Ship,677.352131,26.61539984,19.02249394,0,11.42295096,8458.377092,219.7904701,1.094110388,3.129721874,2.854150707,79.49801065,7.967493972,Packaging,81.65343212,27.58939943,78.92742304,495,1517,974,KR Market,12.96758865,77.5860184
FarmDB00050,wheat,FarmDField2,39.07279241,15.92076081,159.6716642,189.1716427,8.512032976,38.99959448,96.90330555,2024-03-29,4.31607464,75.07619454,5.473616648,A,15.93328469,6.345854682,Freezing,Aluminum,57.10940719,2.023730886,90.02051396,Ship,924.9287571,26.63373301,61.78400148,0,1.328070814,3085.452768,221.7768664,0.689142472,6.064371978,4.863898977,76.84295634,7.443524062,Organic,94.34634132,40.22653245,76.13225333,515,1403,899,Yeshwanthpur Market,13.02002851,77.50160639
FarmDB00051,wheat,FarmDField3,63.67479157,22.97313004,25.11455924,167.9233807,8.933446111,17.3414892,95.20313016,2024-03-29,3.781223324,83.86154539,10.00778718,A,25.28868438,16.66527869,Fresh,Cardboard,85.60079782,2.638544264,96.16668503,Ship,139.4255688,36.00676799,6.456362595,1,10.54106078,5207.309246,340.8802207,0.843533185,5.146772786,1.562181357,71.21796679,7.916468823,Organic,88.50791703,51.80930711,62.11960041,530,1562,937,Nelamangala Market,13.10011159,77.39617662
FarmDB00052,lettuce,FarmDField1,42.61106484,17.6754361,112.6833615,235.9884358,7.759414225,11.30362351,91.18271852,2024-04-02,6.289177665,82.56417748,4.416158998,A,27.68331998,12.85809291,Canning,Aluminum,425.8221769,1.614815389,93.88870171,Ship,1793.015748,37.97564484,60.68074592,0,9.710342617,1256.90033,297.4959446,0.514561401,11.71557844,1.340251886,77.88398954,7.912435718,Organic,89.0839644,68.98029162,76.9034203,535,1524,861,KR Market,12.9792654,77.59775467
FarmDB00053,corn,FarmDField2,30.08416679,21.09342609,151.3454627,240.8526798,6.371330711,10.78613134,92.92144185,2024-04-05,3.811678265,87.98129734,6.849011437,A,8.78195096,12.99205876,Canning,Plastic,412.9043554,2.897720879,90.42745478,Train,416.2795159,42.25581206,63.10703805,0,13.72688618,8926.96311,30.39733829,1.230611241,4.509186181,2.502624589,74.78198983,8.975724424,Packaging,93.43765085,20.91082095,12.32332676,667,1897,1020,Yeshwanthpur Market,13.0101189,77.49169645
